"ensembl_id","gene_symbol","log2FoldChange","padj","baseMean","lfcSE","stat","pvalue"
"ENSG00000115084","SLC35F5",0.697377633210913,1.06124461921465e-07,1714.19495041454,0.119785722312925,5.82187609462421,5.81906847123001e-09
"ENSG00000102221","JADE3",-0.908025213307395,1.06647809631252e-07,228.814738305337,0.155999658945949,-5.82068716972008,5.86061715977958e-09
"ENSG00000182670","TTC3",-0.55376433135033,1.06647809631252e-07,6558.92664191001,0.0951367805994782,-5.82071758010873,5.85955083769851e-09
"ENSG00000010278","CD9",0.567050332637949,1.1457728092741e-07,3888.0336373879,0.0976241244106604,5.808506207468,6.30326931108252e-09
"ENSG00000062716","VMP1",0.545364694898498,1.15584941070811e-07,3079.76273248527,0.0939203348431011,5.80667323865017,6.37263322968138e-09
"ENSG00000176845","METRNL",-0.566839768186819,1.15584941070811e-07,1141.06750902526,0.0976160934289347,-5.80682701259176,6.36678564126884e-09
"ENSG00000123610","TNFAIP6",-2.57313368931246,1.15664800260215e-07,323.383440555841,0.443156681916103,-5.8063745720517,6.38400560607115e-09
"ENSG00000131634","TMEM204",0.753021414939769,1.17710492062131e-07,391.027167616812,0.129758475604435,5.80325417227724,6.50400826831611e-09
"ENSG00000175538","KCNE3",-1.19947247559588,1.20004379597023e-07,105.283891095652,0.206811452092798,-5.79983585753108,6.63798629007392e-09
"ENSG00000185650","ZFP36L1",-0.644537919411528,1.23763907816079e-07,3956.73659488264,0.11123312892671,-5.79447800876128,6.85340029422611e-09
"ENSG00000149131","SERPING1",0.444858267573197,1.2499313336203e-07,20455.154553716,0.0767972016167698,5.79263642695094,6.92899992125014e-09
"ENSG00000272341",NA,-1.48883264212344,1.26535942529235e-07,64.721083857844,0.257121128636093,-5.79039400620633,7.02215010059202e-09
"ENSG00000180891","CUEDC1",0.546939634029358,1.27151383646496e-07,1091.65840972002,0.0944726465312791,5.78939676309662,7.06396575813865e-09
"ENSG00000164761","TNFRSF11B",-1.63443188324201,1.33330611369957e-07,7632.04895967897,0.282713129293334,-5.78123798964489,7.41529008763983e-09
"ENSG00000031698","SARS1",-0.539123339319407,1.34917568651999e-07,2852.94190789363,0.0932890210887596,-5.77906524291276,7.51167952726239e-09
"ENSG00000130402","ACTN4",0.77830313713024,1.37396617909773e-07,13548.4843169887,0.134752003883734,5.77581864980478,7.65798213825861e-09
"ENSG00000172738","TMEM217",-1.81342337362821,1.37835187062482e-07,50.9340250440427,0.314007258699681,-5.77510017168929,7.69073169558076e-09
"ENSG00000116001","TIA1",-0.507790684433338,1.37976851958981e-07,1337.97701625422,0.0879329984945,-5.77474546674419,7.70694997384763e-09
"ENSG00000141458","NPC1",0.834670080461569,1.39716774116914e-07,937.652489603987,0.144595377715844,5.77245340512784,7.81255521694962e-09
"ENSG00000173706","HEG1",0.73727123556005,1.43855098085344e-07,12136.1727435124,0.12783528833651,5.76735301460172,8.05262630280094e-09
"ENSG00000171608","PIK3CD",0.784226996550593,1.44021621989272e-07,403.325307853385,0.135985812470502,5.76697658603694,8.07062596107632e-09
"ENSG00000138678","GPAT3",1.17241268639062,1.4559231182552e-07,118.234852629781,0.203368524149717,5.76496629108401,8.16741638404189e-09
"ENSG00000148082","SHC3",0.685215158955682,1.46257374434095e-07,840.559708262819,0.118878070246949,5.76401650474525,8.21353777853559e-09
"ENSG00000261888",NA,-0.738464668236028,1.52604459943278e-07,324.779496770241,0.128279936423221,-5.75666537438627,8.57917336268249e-09
"ENSG00000143384","MCL1",0.588014706808253,1.53305415989275e-07,5942.85920279985,0.102161968464259,5.75571042382536,8.62781745806115e-09
"ENSG00000187720","THSD4",-0.746601506070644,1.53761384552442e-07,3124.01342094388,0.129730299581347,-5.75502799638944,8.66274370670843e-09
"ENSG00000109339","MAPK10",-0.76253113161675,1.60708062277228e-07,776.441889529951,0.132674609484346,-5.74737799930529,9.06379526943153e-09
"ENSG00000109680","TBC1D19",-0.711905520100005,1.61931495746961e-07,596.93022629484,0.123897688982965,-5.74591443911346,9.14255311610643e-09
"ENSG00000270504",NA,0.736299625879306,1.62202835948342e-07,408.486425839789,0.128153501606475,5.74545070286321,9.16764642802751e-09
"ENSG00000162604","TM2D1",0.629612394811398,1.63879382638598e-07,868.200073201235,0.10962115060659,5.74353025239592,9.27227888031111e-09
"ENSG00000028277","POU2F2",-2.09084925340878,1.6596200666694e-07,34.5177505909041,0.364193953935556,-5.74103230109843,9.41011377883772e-09
"ENSG00000141574","SECTM1",-0.680266819437504,1.6596200666694e-07,629.88103939507,0.118489354482089,-5.74116402617701,9.4027958146065e-09
"ENSG00000010017","RANBP9",0.718199678829105,1.67930767434051e-07,1859.25058409712,0.125146852880304,5.73885529119956,9.53186207055168e-09
"ENSG00000142871","CCN1",1.73775898852422,1.80553160422515e-07,5226.70369914083,0.303465160735549,5.72638712237076,1.02591968111853e-08
"ENSG00000110057","UNC93B1",0.691511847851616,1.84021690723639e-07,335.776029393096,0.12083080172113,5.72297657552238,1.0467370212287e-08
"ENSG00000169031","COL4A3",2.14267934711451,1.88191811038711e-07,44.9273215118135,0.37466044765939,5.71898998279759,1.07159111491674e-08
"ENSG00000148468","FAM171A1",-0.682759462803097,1.89405763707166e-07,540.972403834816,0.119411193539748,-5.71771743137155,1.07964480879115e-08
"ENSG00000115091","ACTR3",0.561814847664319,1.90676860258163e-07,3631.1897406388,0.0982812200525024,5.71640082778983,1.08803920622126e-08
"ENSG00000065526","SPEN",0.653215761208312,1.9283875494755e-07,1440.99289761562,0.114312386510203,5.7143042950119,1.10153735653337e-08
"ENSG00000066697","MSANTD3",-0.667944276787967,1.93939242373307e-07,548.643049562001,0.116913339900247,-5.71315709018209,1.10899217288665e-08
"ENSG00000205581","HMGN1",-0.556775948627619,1.95980691744497e-07,1972.23549329164,0.0974884954403916,-5.71119644541087,1.12184657241066e-08
"ENSG00000104687","GSR",0.803460624942045,1.97242957542374e-07,1145.67655497592,0.140712994360573,5.70992486225687,1.13026062076884e-08
"ENSG00000157216","SSBP3",0.742507284050229,1.97907871159328e-07,1531.1419078475,0.13005513411238,5.70917318349486,1.13526327635382e-08
"ENSG00000214548","MEG3",-0.542864476201999,2.01404014688228e-07,9615.15233101189,0.0951390188594825,-5.7060129766925,1.15653185103568e-08
"ENSG00000235649","MXRA5Y",-1.11700750158868,2.05425495364912e-07,137.075713109467,0.195881472367224,-5.70246633379698,1.18086239201088e-08
"ENSG00000183049","CAMK1D",-0.785926248368957,2.12895347266789e-07,315.939420229965,0.137973824659507,-5.69619817605603,1.2250846989623e-08
"ENSG00000130956","HABP4",0.567542696494757,2.15852828406965e-07,1045.4823275602,0.0996796651965274,5.69366575796373,1.24340385609218e-08
"ENSG00000117600","PLPPR4",-2.37173438120661,2.18331363321591e-07,39.3669522102342,0.416712342036555,-5.69153860338161,1.25899683477201e-08
"ENSG00000154217","PITPNC1",0.884781779798418,2.22666953818589e-07,190.562192412421,0.155552284188893,5.68800249004378,1.28533948998679e-08
"ENSG00000168843","FSTL5",-1.68226171384691,2.23444207548301e-07,69.4185763920172,0.29579637272724,-5.68722901615213,1.2911725418102e-08
"ENSG00000162998","FRZB",1.63460204265632,2.24810639739766e-07,89.5536790517365,0.287477904661229,5.68600931115932,1.30042307875497e-08
"ENSG00000100206","DMC1",1.93065537161191,2.3003729099161e-07,36.3551302221225,0.339790279302084,5.68190289486033,1.33204288167593e-08
"ENSG00000068305","MEF2A",0.526400237700765,2.32922669309524e-07,1568.11746160325,0.0926827353528674,5.6795932456743,1.3501543014929e-08
"ENSG00000182621","PLCB1",-0.765683521198594,2.34848582599874e-07,270.680145621313,0.134850758378038,-5.67800678622875,1.36273309860014e-08
"ENSG00000170791","CHCHD7",0.711421414711756,2.4047453297576e-07,389.822965670827,0.125387617663689,5.67377726738465,1.39682724625592e-08
"ENSG00000261490",NA,1.42132296474685,2.42008488374926e-07,64.3406493186046,0.250563284998469,5.67251089781784,1.40719565727768e-08
"ENSG00000167553","TUBA1C",-0.865520534533773,2.46771990332592e-07,2795.7908606335,0.152676202394986,-5.66899438783917,1.43638071017886e-08
"ENSG00000264868",NA,4.31780231589083,2.48386871058914e-07,18.2178019478821,0.761826293940711,5.66769925143443,1.44727708070601e-08
"ENSG00000132613","MTSS2",0.727078058072667,2.48885840371955e-07,1016.19942873032,0.128296312943579,5.66717812375807,1.45168410147055e-08
"ENSG00000145901","TNIP1",0.562742218241333,2.50650628525481e-07,2574.69365030954,0.0993228185486704,5.66578986041941,1.463487943126e-08
"ENSG00000140022","STON2",-1.05355179435395,2.52119883711739e-07,256.776613660318,0.185988379706856,-5.66461085372377,1.47358572668346e-08
"ENSG00000176974","SHMT1",0.918916332109845,2.54450420908269e-07,157.459980071842,0.162270826474393,5.66285605413402,1.48874041155658e-08
"ENSG00000196739","COL27A1",-1.10800559961878,2.56937751855238e-07,440.148552215309,0.195725760330743,-5.66101057799667,1.50484149676604e-08
"ENSG00000183723","CMTM4",0.785349942526116,2.59925942231561e-07,520.073754882244,0.138782611060238,5.6588497400819,1.52390902501391e-08
"ENSG00000078018","MAP2",0.831194512476569,2.6495533175419e-07,1838.81416270667,0.146974046910702,5.65538290567439,1.55499212538311e-08
"ENSG00000090565","RAB11FIP3",0.488767443281756,2.68193491274479e-07,1994.98055987015,0.0864597684367555,5.6531199668813,1.57561252104493e-08
"ENSG00000066322","ELOVL1",0.523992827342113,2.86947686655566e-07,1038.27906213512,0.0928848020514331,5.64131930918001,1.68752074099682e-08
"ENSG00000166347","CYB5A",0.592161748455524,2.87382077586609e-07,965.987966755335,0.104976790243776,5.64088259014598,1.6918070004948e-08
"ENSG00000147130","ZMYM3",-0.591289562680597,2.9234502077964e-07,1011.76056376911,0.104880269306573,-5.63775786036755,1.72278519114539e-08
"ENSG00000144746","ARL6IP5",0.496587409036026,2.94866227553206e-07,5738.66939490212,0.0881083008295383,5.63610243712185,1.73941935872854e-08
"ENSG00000165533","TTC8",-0.569982813896674,2.98741063818472e-07,714.469629158241,0.101174216510797,-5.63367657841803,1.76407714233612e-08
"ENSG00000155897","ADCY8",-4.02937380256016,3.00160544751475e-07,24.3571706553262,0.715355962296671,-5.63268360778561,1.77426786214267e-08
"ENSG00000159842","ABR",-0.454259196879374,3.00711239404811e-07,4091.69447055158,0.0806540690337386,-5.63219193180881,1.7793350029858e-08
"ENSG00000148541","FAM13C",-1.44622501118873,3.07237510946391e-07,91.3588562685376,0.256955311839111,-5.6283133469304,1.81980280344843e-08
"ENSG00000168917","SLC35G2",0.805456599844156,3.21118550260201e-07,238.474878490924,0.143306700428694,5.62050900226354,1.90395669713207e-08
"ENSG00000163803","PLB1",1.41475257834369,3.41051995827359e-07,102.975479051234,0.252187649817441,5.60992015020494,2.02419990292811e-08
"ENSG00000181827","RFX7",-0.568249309971282,3.55269082000513e-07,780.714006688142,0.101424692862092,-5.60267222838855,2.11072134762898e-08
"ENSG00000064115","TM7SF3",0.811444898631701,3.56715192324229e-07,1449.75251376944,0.144854504423416,5.60179265299071,2.1214623693903e-08
"ENSG00000124225","PMEPA1",-1.07295362673486,3.59491281853447e-07,142.901667517528,0.191589504155328,-5.60027351949812,2.14013850609307e-08
"ENSG00000211455","STK38L",0.601163627116552,3.59540287592046e-07,491.547538403354,0.107349219017909,5.60007452887253,2.14259667647948e-08
"ENSG00000159167","STC1",1.96668254794461,3.61900755114182e-07,924.662606892986,0.351270789631514,5.59876484465923,2.15884398386985e-08
"ENSG00000084764","MAPRE3",-0.755120251826179,3.7182068591197e-07,311.591158053811,0.134989965575495,-5.59389913618333,2.2202596995587e-08
"ENSG00000109265","CRACD",-1.28501893759982,3.76279376623906e-07,81.6630599710948,0.229810117346877,-5.59165519967168,2.2491512509696e-08
"ENSG00000122863","CHST3",0.803776089015297,3.76567915992884e-07,1046.32862553766,0.143753563744353,5.59134722005717,2.25314497819314e-08
"ENSG00000154608",NA,-0.615800236271263,3.80355906346934e-07,827.477853163194,0.110172187916338,-5.58943457434907,2.27810177698754e-08
"ENSG00000135749","PCNX2",-0.603083138936954,3.85003253757394e-07,540.446435031502,0.10794109381928,-5.58715052440233,2.30825643220419e-08
"ENSG00000148400","NOTCH1",-0.794989225273317,3.86031045623209e-07,245.09666167435,0.14230509278238,-5.58651282065535,2.31674452543213e-08
"ENSG00000248869","LINC02511",-1.55908626695623,3.92206525543549e-07,58.1857075367317,0.279226982121992,-5.58358026544541,2.35616959488382e-08
"ENSG00000198728","LDB1",-0.536881786390895,3.99225424811467e-07,2099.9513594021,0.0962098266717466,-5.5803217297403,2.4007409855498e-08
"ENSG00000159216","RUNX1",0.486518833775453,4.11695178534094e-07,3472.37611047431,0.0872711539434467,5.57479547125876,2.47820850419113e-08
"ENSG00000134046","MBD2",0.542660362739153,4.25286849095216e-07,1397.82392319259,0.0974436857055441,5.5689638462462,2.56258646116664e-08
"ENSG00000109501","WFS1",0.524585337698308,4.28536806135605e-07,1975.23291912658,0.09422341028612,5.56746286411568,2.58475140360172e-08
"ENSG00000137076","TLN1",0.552860190735347,4.46535617898406e-07,19736.0974498702,0.099433268518608,5.56011281708883,2.69600318832371e-08
"ENSG00000166260","COX11",1.0146840523657,4.54630580955904e-07,775.401122709674,0.182602151148285,5.55680229386626,2.74761673113264e-08
"ENSG00000123358","NR4A1",1.25226768229189,4.54781721227865e-07,180.842938407378,0.225367021340083,5.55657023306081,2.75127047549275e-08
"ENSG00000168303","MPLKIP",0.744063705503023,4.55030860079028e-07,323.311990545171,0.133913504728263,5.55630074063758,2.75551948890951e-08
"ENSG00000110492","MDK",-0.490993022659958,4.58071215482924e-07,1556.53572738315,0.0883881568645014,-5.55496392364701,2.77669102660775e-08
"ENSG00000197045","GMFB",0.619840198606218,4.58363960358707e-07,1855.54187637649,0.111588846841561,5.5546787707762,2.78122745288755e-08
"ENSG00000105499","PLA2G4C",-1.03439316181385,4.68746164109886e-07,123.367533923231,0.186357288648881,-5.55059138986921,2.84704828526612e-08
"ENSG00000120149","MSX2",-1.02703422212063,4.76848708868291e-07,162.30639636174,0.185137228744309,-5.54742138621429,2.89913441340145e-08
"ENSG00000152495","CAMK4",-1.32624991465176,4.8156974998805e-07,69.2615197452334,0.239156793707441,-5.54552473334356,2.93073901836545e-08
"ENSG00000163660","CCNL1",0.496264082547407,4.83030256069588e-07,1734.56772199001,0.0895004574567812,5.54482174336424,2.94253789398863e-08
"ENSG00000105643","ARRDC2",0.781327444331539,4.90749698919813e-07,321.954176719183,0.140986150206052,5.54187374568086,2.99252045858551e-08
"ENSG00000054938","CHRDL2",-1.51147231197725,5.18063406294456e-07,93.5731614786001,0.273213077324321,-5.53221070813912,3.16219709915813e-08
"ENSG00000233608","TWIST2",0.703971920214228,5.45991551129613e-07,2068.85484015083,0.127465956573409,5.52282302772193,3.3359570549857e-08
"ENSG00000185499","MUC1",0.820505401668623,5.47423700054107e-07,393.92821176791,0.148583340164062,5.5221897741876,3.34800587825331e-08
"ENSG00000125965","GDF5",-1.29507003378367,5.51722731809993e-07,244.848564141617,0.234586830529127,-5.52064253079575,3.37762289418506e-08
"ENSG00000107338","SHB",-1.01112286968784,5.57889573605167e-07,118.609933839983,0.183223680859322,-5.51851630174472,3.41873762567158e-08
"ENSG00000186198","SLC51B",-1.62933457253338,5.59996606102441e-07,52.7265624333806,0.295293366080851,-5.51768092239253,3.43502377086217e-08
"ENSG00000187955","COL14A1",-0.867296933388654,5.66003280777146e-07,6479.10898584056,0.157243424697285,-5.51563243460463,3.47527924266035e-08
"ENSG00000109625","CPZ",-1.81559353059266,5.73141571853875e-07,41.5930449801049,0.329322676023373,-5.5131142274084,3.52539260886773e-08
"ENSG00000172667","ZMAT3",-0.476733320152506,5.73141571853875e-07,4218.30847670662,0.0864730873550934,-5.51308314221333,3.52601557521575e-08
"ENSG00000119673","ACOT2",0.756091468998113,5.89282660066079e-07,442.70823118823,0.137270944559315,5.50802262944583,3.6288676704479e-08
"ENSG00000181027","FKRP",0.635781605162518,5.93501074822386e-07,535.428967225479,0.115458226240638,5.50659425372969,3.65842130358701e-08
"ENSG00000108861","DUSP3",0.495529757704333,6.0023844579632e-07,2107.74134624014,0.0900237490762248,5.50443369432169,3.7035681398857e-08
"ENSG00000130635","COL5A1",-0.568570200782246,6.02319012682774e-07,9347.67000446783,0.10330780357821,-5.50365200971298,3.72003487587276e-08
"ENSG00000184575","XPOT",-0.587958497034738,6.08508544931549e-07,3458.85543621298,0.106868934453321,-5.5016782944678,3.7619291823317e-08
"ENSG00000168781","PPIP5K1",-0.871860247645086,6.08782051007918e-07,317.407477978826,0.158478916687929,-5.50142735618217,3.76728830070578e-08
"ENSG00000173757","STAT5B",0.505599171883519,6.17353747211605e-07,1593.25606914235,0.0919473426116466,5.49879047640336,3.82405189282677e-08
"ENSG00000165637","VDAC2",0.52305737095857,6.40340957780035e-07,2148.15281333043,0.095236961275404,5.49216778815533,3.97029914169472e-08
"ENSG00000148908","RGS10",-0.636553130311397,6.41568510074727e-07,409.080208376354,0.115912738299437,-5.49165811842866,3.98177612302343e-08
"ENSG00000178764","ZHX2",-0.659551961733915,6.45806206623503e-07,837.238336126672,0.120129876809926,-5.49032413291729,4.01196793823109e-08
"ENSG00000111642","CHD4",-0.441588287657675,6.48604350266544e-07,4545.58775447865,0.0804439743028394,-5.48938924866233,4.03325915567048e-08
"ENSG00000185532","PRKG1",-0.519084395711384,6.5571109710968e-07,1387.96143044125,0.0945975387448374,-5.48729282599557,4.08140252659857e-08
"ENSG00000231924","PSG1",-1.07519116517443,6.61555263722719e-07,170.922468512252,0.196004130187913,-5.4855536163632,4.12176514033075e-08
"ENSG00000182551","ADI1",0.54834777234394,6.68668486068465e-07,1374.90188241002,0.0999997405246933,5.48349195174696,4.17011257580659e-08
"ENSG00000084636","COL16A1",-0.568430505450719,6.80677063729213e-07,3037.7206594495,0.103724922497419,-5.48017286264892,4.24910483263115e-08
"ENSG00000122641","INHBA",0.971200262212651,6.98390607378445e-07,881.286812558177,0.177373436074576,5.4754549706322,4.36388924952668e-08
"ENSG00000133103","COG6",-0.575625635909759,7.01869735296523e-07,614.363683904659,0.105148542804581,-5.47440430990626,4.38985770810913e-08
"ENSG00000244486","SCARF2",0.538703412957123,7.08488423724758e-07,798.519033944008,0.098436984885802,5.47257124527005,4.43552345294061e-08
"ENSG00000102385","DRP2",-1.07945413580506,7.09289914021551e-07,111.218184214316,0.197261436865153,-5.47220051196812,4.44481507943127e-08
"ENSG00000111816","FRK",-1.15471208243631,7.10472755645888e-07,89.0191189596662,0.211035525438244,-5.47164786610401,4.4587009903252e-08
"ENSG00000188312","CENPP",-1.29958899665125,7.10472755645888e-07,77.1255183761894,0.237516875340447,-5.47156489318274,4.46078941541947e-08
"ENSG00000132541","RIDA",-0.644636412813726,7.10759117723387e-07,432.487731161226,0.1178209276255,-5.47132352295455,4.46687008788559e-08
"ENSG00000273131",NA,0.696357668021647,7.21911846703299e-07,388.604026374655,0.127342259364076,5.46839416466406,4.54131096624635e-08
"ENSG00000149792","MRPL49",-0.544318439965778,7.35382860835612e-07,684.340279380917,0.0996018010531251,-5.46494575610588,4.63048378870339e-08
"ENSG00000241644","INMT",1.1042050548024,7.40904428173517e-07,684.365997945936,0.202107691114294,5.46344895988131,4.66971578615027e-08
"ENSG00000111231","GPN3",0.747128862490465,7.65901386434583e-07,240.848722494585,0.136902264120144,5.45738865089032,4.8318796794228e-08
"ENSG00000248290",NA,-0.494542501369757,7.72962794250909e-07,1248.35417559003,0.0906487876366255,-5.45558869857343,4.88108585427183e-08
"ENSG00000197555","SIPA1L1",-0.520318654243704,7.76481860005449e-07,2233.37258433937,0.095390587876565,-5.45461209356413,4.90798669044177e-08
"ENSG00000108960","MMD",1.68408030958495,7.78201263554604e-07,1725.23104736019,0.308776122278304,5.45404967572935,4.92354378604684e-08
"ENSG00000189007","ADAT2",-1.09193282115382,7.86228441820799e-07,170.11135587274,0.200279079170835,-5.45205632897091,4.97906780160075e-08
"ENSG00000160712","IL6R",0.642047657405437,7.91748386847315e-07,739.093564142615,0.117793006598081,5.45064325929087,5.01879551074581e-08
"ENSG00000259758",NA,0.732570048270382,7.99234438015454e-07,1095.45169401435,0.134446112187836,5.44880053687906,5.07106449283124e-08
"ENSG00000140511","HAPLN3",1.48760778052825,8.02500976592063e-07,146.686886293426,0.273060467735573,5.44790607320289,5.09662586965554e-08
"ENSG00000130224","LRCH2",0.767297512554227,8.34833816327688e-07,371.67631801911,0.141029048464504,5.44070544975245,5.30699973623591e-08
"ENSG00000174899",NA,0.7622163688409,8.57174157762363e-07,287.276663522079,0.140220777854501,5.43583041332011,5.45418119183571e-08
"ENSG00000206052","DOK6",-1.13021997859193,8.61098396500012e-07,193.711406379245,0.207958002922566,-5.43484724179031,5.48433963063697e-08
"ENSG00000197312","DDI2",1.03862038813602,8.73795058497131e-07,477.182970610005,0.191201655723341,5.43206796095347,5.57046982339097e-08
"ENSG00000113083","LOX",0.465732777866527,8.78946387372944e-07,12429.8189178534,0.0857569628283469,5.43084505917903,5.60878161773507e-08
"ENSG00000137273","FOXF2",-0.761572971270885,8.78946387372944e-07,2264.64391548854,0.140235229875334,-5.43068223261663,5.6139019680364e-08
"ENSG00000196526","AFAP1",-0.616002974283057,8.79203886293924e-07,1848.76754214264,0.11343473331243,-5.43046169629913,5.62084432006419e-08
"ENSG00000080200","CRYBG3",-0.634585651511722,8.87433327553101e-07,493.392380238392,0.116896079268636,-5.42863075889311,5.6788032891142e-08
"ENSG00000031081","ARHGAP31",-0.705218434109714,8.98281105981867e-07,329.847121929405,0.129963194058316,-5.42629349193491,5.75363229488265e-08
"ENSG00000138356","AOX1",1.55166189634611,9.34853383556723e-07,4461.67127220631,0.286337603718833,5.41899448830252,5.99351651063119e-08
"ENSG00000172935","MRGPRF",0.54089568284694,9.42028206631342e-07,2091.53730225707,0.0998430550179594,5.41745925893038,6.04519185383453e-08
"ENSG00000133026","MYH10",0.615490738063474,9.4615619070348e-07,14500.8925809764,0.113632360616531,5.41650930002709,6.07738310008382e-08
"ENSG00000021355","SERPINB1",0.593974505812407,9.64213190274989e-07,622.84835815123,0.109731947486833,5.41295875463871,6.19917735613047e-08
"ENSG00000236104","ZBTB22",-0.639417014915508,9.68941363831848e-07,391.754835922509,0.118149853830692,-5.41191541236936,6.2354144165607e-08
"ENSG00000006025","OSBPL7",-0.951560812242133,9.70061366530526e-07,160.625635613271,0.175839156697714,-5.41154103620939,6.24846710545392e-08
"ENSG00000184640","SEPTIN9",-0.432843864260624,9.73745479936072e-07,8383.05040446443,0.0799978323140915,-5.41069491184675,6.27806497669075e-08
"ENSG00000157168","NRG1",-1.61937178217879,9.7402166505414e-07,57.9864133468863,0.299302968131046,-5.41047685658023,6.28571464975286e-08
"ENSG00000177706","FAM20C",0.903204823045721,9.80606589656535e-07,1901.22511490571,0.166978668580587,5.40910303527672,6.33411824603402e-08
"ENSG00000156239","N6AMT1",-0.753978826903046,9.80621458207979e-07,233.687661863792,0.139395104981817,-5.40893331226657,6.34012306975875e-08
"ENSG00000147202","DIAPH2",0.667619278599362,9.81633586934523e-07,1231.99983641651,0.12343703383699,5.40858166991453,6.35258178095732e-08
"ENSG00000185561","TLCD2",1.00578560757933,9.828352509994e-07,169.559914262262,0.185974333102837,5.40819580206892,6.36628039783294e-08
"ENSG00000120899","PTK2B",0.986348656685992,9.90414801177297e-07,392.072411826349,0.182432401609926,5.4066528093786,6.42134445689788e-08
"ENSG00000146247","PHIP",-0.461946277578513,9.9621509457066e-07,1492.11747624823,0.0854595163075014,-5.4054398800519,6.46495334329116e-08
"ENSG00000168811","IL12A",-2.07034019773904,1.00640001909598e-06,36.1491849132035,0.383151530544098,-5.4034501566496,6.5371126812814e-08
"ENSG00000109881","CCDC34",-1.34076972770527,1.01469261459553e-06,67.1833508753582,0.248215017502522,-5.40164628714155,6.60320573489498e-08
"ENSG00000123983","ACSL3",-0.441439220756279,1.01469261459553e-06,2698.90967217885,0.0817228979329814,-5.40165892205989,6.6027405531219e-08
"ENSG00000162817","C1orf115",1.14696928078031,1.05041595548091e-06,646.234284321051,0.212587877588889,5.39527132868019,6.84200800117417e-08
"ENSG00000259660",NA,-1.04023373519274,1.06897381683954e-06,199.485778506195,0.192923117571882,-5.39196001124723,6.96932796951302e-08
"ENSG00000164920","OSR2",-0.785224443916167,1.07381684101809e-06,4609.45893337852,0.145655180745952,-5.39098190599714,7.00737309485777e-08
"ENSG00000121753","ADGRB2",-0.650093711847686,1.07394271740543e-06,509.626074676686,0.120593291098756,-5.39079500961055,7.01466561621765e-08
"ENSG00000074219","TEAD2",-0.720760627670892,1.08283180875938e-06,431.479731033974,0.1337470748304,-5.38898236529556,7.08577575507765e-08
"ENSG00000154188","ANGPT1",0.556505345132563,1.08283180875938e-06,2784.40532135927,0.103267079681902,5.38899082695852,7.08544218704278e-08
"ENSG00000163069","SGCB",0.511300337225887,1.08526813870753e-06,3079.09560669194,0.094888855438888,5.38841294755825,7.10825781378095e-08
"ENSG00000184009","ACTG1",0.615125224310903,1.08704272057785e-06,52255.4360468649,0.114166756314943,5.38795393830761,7.12643094714811e-08
"ENSG00000164305","CASP3",0.736036823124012,1.09098151650416e-06,518.360139301959,0.136628531506427,5.38713850620131,7.15882665385054e-08
"ENSG00000149289","ZC3H12C",0.723985197580349,1.0931755478909e-06,398.170368593317,0.134405692343893,5.38656648356785,7.18163720396097e-08
"ENSG00000213626","LBH",1.55315475846541,1.0931755478909e-06,4682.25962880601,0.288344926205219,5.38644733204013,7.1863974617316e-08
"ENSG00000074935","TUBE1",-0.714724189944942,1.10159414185574e-06,264.917851183722,0.132727406074976,-5.38490287033261,7.24837793990397e-08
"ENSG00000164530","PI16",-1.56447274209458,1.11117016757004e-06,109.125623234309,0.290622347820848,-5.38318114152385,7.31808262927245e-08
"ENSG00000088325","TPX2",-0.864716072560893,1.12046329240566e-06,257.015306553766,0.160682561484391,-5.38151784843741,7.3860378518426e-08
"ENSG00000101134","DOK5",-0.91311001008907,1.12908275903856e-06,331.4415662004,0.169724381225676,-5.37995780862468,7.45032975999082e-08
"ENSG00000122877","EGR2",-3.06949479022681,1.12908275903856e-06,17.0948922428809,0.570558251769342,-5.37980965257814,7.45646362922549e-08
"ENSG00000139793","MBNL2",0.506196623759349,1.17865459730451e-06,1674.4971709619,0.0942330897517616,5.37175025347066,7.79760564045589e-08
"ENSG00000196843","ARID5A",0.703753446883012,1.17865459730451e-06,479.257985264699,0.131010328079062,5.37174020706452,7.79804017739426e-08
"ENSG00000111885","MAN1A1",0.775901819721287,1.21717480987824e-06,5717.73859460955,0.144606421355031,5.365611101158,8.06756020044626e-08
"ENSG00000148180","GSN",0.511416632116154,1.21717480987824e-06,13051.2183830095,0.0953126792083312,5.3656726089749,8.06481118692141e-08
"ENSG00000135070","ISCA1",0.533798455337969,1.22433471187614e-06,762.847535294932,0.0995077931235681,5.36438844217057,8.12239405745741e-08
"ENSG00000139354","GAS2L3",-1.13810485495779,1.22584863628646e-06,124.486097238385,0.212174597861442,-5.36400147062379,8.13982403704311e-08
"ENSG00000182985","CADM1",-1.26573073072579,1.22864459009526e-06,120.866560740245,0.235992933250404,-5.36342640981869,8.16579285897251e-08
"ENSG00000006114",NA,-0.515897880627749,1.23416827753122e-06,997.69545641392,0.0962055791019493,-5.36245283738743,8.20994081944121e-08
"ENSG00000101460","MAP1LC3A",0.585024754938308,1.35910541438389e-06,472.105519290341,0.109455802532096,5.34484916655524,9.04923766506506e-08
"ENSG00000170921","TANC2",0.595289603108135,1.37864250924909e-06,2029.43253033011,0.111433645049733,5.34209935287009,9.18762723083568e-08
"ENSG00000226137","BAIAP2-DT",-0.584576578469107,1.37881620385953e-06,477.06783582412,0.109432071850486,-5.34191273713431,9.1970928999307e-08
